ID,USER_ID,SUB,SUB_U,SUB_G,PERIOD,PERIOD_AMOUNT,SOLD_TS,SOLD_MONTH,ACTUAL_START_TS,ACTUAL_END_TS,EXPECTED_END_TS,REFUND_TS,CHARGEBACK_TS,LAG_DAYS_REFUND,PLAN_ID,AUTO_RENEWAL,PRICE,USD_PRICE,MERCHANT_ID,CURRENCY,PREADJ_SUB_NUMBER,SUBSCRIPTION_NUMBER,COHORT_NUMBER,PRODUCT_COHORT,PRODUCT_COHORT_TS,COHORT_NUMBER_U,PRODUCT_COHORT_U,PRODUCT_COHORT_U_TS,FTS_COHORT,FTS_COHORT_TS,RETENTION_NUMBER,RETENTION_COHORT,RETENTION_COHORT_TS,RETENTION_NUMBER_U,RETENTION_COHORT_U,RETENTION_COHORT_U_TS,FTS_SUB,FTS_SUB_U,LAG_DAYS_FROM_PREV_SUB,COUNTRY_CODE,DEVICE,LOC,RETENTION_TYPE,RETENTION_TYPE_U,VUID,NEXT_MERCHANT_ID,NEXT_SOLD_TS,NEXT_START_TS,NEXT_END_TS,NEXT_SUB,NEXT_SUB_U,NEXT_SUB_UPGRADE,PREV_MERCHANT_ID,PREV_SOLD_TS,PREV_START_TS,PREV_END_TS,PREV_SUB,PREV_SUB_U,PREV_SUB_UPGRADE,IS_PREV_FREETRIAL,IS_PREV_FREETRIAL_MERCHANT_ID,STORE_REFERRER,LTR
60449181,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 10:48,1/1/2016,1/19/2016 10:48,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,1/1/2016,1/19/2016 10:48,0,1/1/2016,1/19/2016 10:48,1/1/2016,1/19/2016 10:48,1,1/1/2016,1/19/2016 10:48,1,1/1/2016,1/19/2016 10:48,plus yearly,plus yearly,(null),BR,desktop,onsite,fts,fts,pl828157521.310492223,xxx,1/19/2017 4:46,1/19/2017 4:46,1/19/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60449187,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 10:51,1/1/2016,1/19/2016 10:51,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,49.95,70.69240702,XXX,GBP,1,1,0,1/1/2016,1/19/2016 10:51,0,1/1/2016,1/19/2016 10:51,1/1/2016,1/19/2016 10:51,1,1/1/2016,1/19/2016 10:51,1,1/1/2016,1/19/2016 10:51,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1523064215,xxx,1/24/2017 5:11,1/24/2017 5:11,1/19/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
62985056,XXX,plus yearly,plus yearly,plus,year,1,4/6/2016 12:44,4/1/2016,4/6/2016 12:44,4/6/2017 0:00,4/6/2017,(null),(null),(null),708406,FALSE,49.95,70.60325001,XXX,GBP,1,1,0,4/1/2016,4/6/2016 12:44,0,4/1/2016,4/6/2016 12:44,4/1/2016,4/6/2016 12:44,1,4/1/2016,4/6/2016 12:44,1,4/1/2016,4/6/2016 12:44,plus yearly,plus yearly,(null),GB,desktop,onsite,fts,fts,113653042.2,xxx,4/6/2017 9:07,4/6/2017 9:07,4/6/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60619569,XXX,plus yearly,plus yearly,plus,year,1,1/22/2016 15:17,1/1/2016,1/22/2016 15:17,1/22/2017 0:00,1/22/2017,(null),(null),(null),708406,FALSE,43.46,61.50734753,XXX,GBP,1,1,0,1/1/2016,1/22/2016 15:17,0,1/1/2016,1/22/2016 15:17,1/1/2016,1/22/2016 15:17,1,1/1/2016,1/22/2016 15:17,1,1/1/2016,1/22/2016 15:17,plus yearly,plus yearly,(null),GB,desktop,onsite,fts,fts,462565094.4,xxx,1/22/2017 9:40,1/22/2017 9:40,1/22/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
64058650,XXX,plus yearly,plus yearly,plus,year,1,8/30/2016 16:34,8/1/2016,8/30/2016 16:34,8/30/2017 0:00,8/30/2017,(null),(null),(null),708406,FALSE,49.95,54.99905572,XXX,EUR,1,1,0,8/1/2016,8/30/2016 16:34,0,8/1/2016,8/30/2016 16:34,8/1/2016,8/30/2016 16:34,1,8/1/2016,8/30/2016 16:34,1,8/1/2016,8/30/2016 16:34,plus yearly,plus yearly,(null),DE,desktop,onsite,fts,fts,pl1993863323.51724960,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6344320,XXX,pro,pro,pro,year,1,1/19/2016 11:09,1/1/2016,1/19/2016 11:09,1/19/2017 0:00,1/19/2017,(null),(null),(null),708420,FALSE,199,199,XXX,USD,1,1,0,1/1/2016,1/19/2016 11:09,0,1/1/2016,1/19/2016 11:09,1/1/2016,1/19/2016 11:09,1,1/1/2016,1/19/2016 11:09,1,1/1/2016,1/19/2016 11:09,pro,pro,(null),US,desktop,onsite,fts,fts,2031876864,xxx,1/19/2017 8:44,1/19/2017 8:44,1/19/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
6344316,XXX,pro,pro,pro,year,1,1/19/2016 11:02,1/1/2016,1/19/2016 11:02,1/20/2016 8:47,1/19/2017,(null),(null),(null),708420,FALSE,219,151.9661309,XXX,CAD,1,1,0,1/1/2016,1/19/2016 11:02,0,1/1/2016,1/19/2016 11:02,1/1/2016,1/19/2016 11:02,1,1/1/2016,1/19/2016 11:02,1,1/1/2016,1/19/2016 11:02,pro,pro,(null),US,desktop,onsite,fts,fts,pl271891239.1164429103,xxx,1/20/2016 8:47,1/20/2016 8:47,1/20/2017 0:00,pro,pro unlimited,1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
6344319,XXX,pro,pro,pro,year,1,1/19/2016 11:05,1/1/2016,1/19/2016 11:05,1/19/2017 0:00,1/19/2017,(null),(null),(null),708420,FALSE,159,225.0268812,XXX,GBP,1,1,0,1/1/2016,1/19/2016 11:05,0,1/1/2016,1/19/2016 11:05,1/1/2016,1/19/2016 11:05,1,1/1/2016,1/19/2016 11:05,1,1/1/2016,1/19/2016 11:05,pro,pro,(null),US,desktop,onsite,fts,fts,1313695077,xxx,1/19/2017 4:46,1/19/2017 4:46,1/19/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
19631372,XXX,plus yearly,plus yearly,plus,year,1,6/15/2018 23:45,6/1/2018,6/15/2018 23:45,6/15/2019 0:00,6/15/2019,(null),(null),(null),1125232,TRUE,89.66,89.66,XXX,USD,1,1,0,6/1/2018,6/15/2018 23:45,0,6/1/2018,6/15/2018 23:45,6/1/2018,6/15/2018 23:45,1,6/1/2018,6/15/2018 23:45,1,6/1/2018,6/15/2018 23:45,plus yearly,plus yearly,(null),(null),mobile,apple,fts,fts,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6344330,XXX,pro,pro,pro,year,1,1/19/2016 11:26,1/1/2016,1/19/2016 11:26,1/19/2017 0:00,1/19/2017,(null),(null),(null),708420,FALSE,179,174.0336668,XXX,CHF,1,1,0,1/1/2016,1/19/2016 11:26,0,1/1/2016,1/19/2016 11:26,1/1/2016,1/19/2016 11:26,1,1/1/2016,1/19/2016 11:26,1,1/1/2016,1/19/2016 11:26,pro,pro,(null),CH,desktop,onsite,fts,fts,pl624327852.1954708356,xxx,2/1/2017 7:51,2/1/2017 7:51,2/1/2018 0:00,plus yearly,plus yearly,-1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
60449305,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 11:34,1/1/2016,1/19/2016 11:34,5/11/2016 23:30,1/19/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,1/1/2016,1/19/2016 11:34,0,1/1/2016,1/19/2016 11:34,1/1/2016,1/19/2016 11:34,1,1/1/2016,1/19/2016 11:34,1,1/1/2016,1/19/2016 11:34,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,855922088.1,xxx,5/11/2016 23:30,5/11/2016 23:30,5/11/2017 0:00,pro,pro,1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
62258010,XXX,plus yearly,plus yearly,plus,year,1,2/23/2016 12:59,2/1/2016,2/23/2016 12:59,2/23/2017 0:00,2/23/2017,(null),(null),(null),708406,FALSE,49.95,54.1443123,XXX,EUR,1,1,0,2/1/2016,2/23/2016 12:59,0,2/1/2016,2/23/2016 12:59,2/1/2016,2/23/2016 12:59,1,2/1/2016,2/23/2016 12:59,1,2/1/2016,2/23/2016 12:59,plus yearly,plus yearly,(null),DE,desktop,onsite,fts,fts,1667928224,xxx,2/23/2017 8:53,2/23/2017 8:53,2/23/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6344323,XXX,pro,pro,pro,year,1,1/19/2016 11:14,1/1/2016,1/19/2016 11:14,1/19/2017 0:00,1/19/2017,(null),(null),(null),708420,FALSE,159,169.7831333,XXX,EUR,1,1,0,1/1/2016,1/19/2016 11:14,0,1/1/2016,1/19/2016 11:14,1/1/2016,1/19/2016 11:14,1,1/1/2016,1/19/2016 11:14,1,1/1/2016,1/19/2016 11:14,pro,pro,(null),ES,desktop,onsite,fts,fts,136903664.1,xxx,1/19/2017 8:44,1/19/2017 8:44,1/19/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
62892013,XXX,plus yearly,plus yearly,plus,year,1,3/24/2016 9:41,3/1/2016,3/24/2016 9:41,3/24/2017 0:00,3/24/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,3/1/2016,3/24/2016 9:41,0,3/1/2016,3/24/2016 9:41,3/1/2016,3/24/2016 9:41,1,3/1/2016,3/24/2016 9:41,1,3/1/2016,3/24/2016 9:41,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1536469013,xxx,3/24/2017 6:18,3/24/2017 6:18,3/24/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60449282,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 11:26,1/1/2016,1/19/2016 11:26,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,1/1/2016,1/19/2016 11:26,0,1/1/2016,1/19/2016 11:26,1/1/2016,1/19/2016 11:26,1,1/1/2016,1/19/2016 11:26,1,1/1/2016,1/19/2016 11:26,plus yearly,plus yearly,(null),PE,desktop,onsite,fts,fts,pl295115572.1609430066,xxx,1/24/2017 9:57,1/24/2017 9:57,1/19/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6344324,XXX,pro,pro,pro,year,1,1/19/2016 11:15,1/1/2016,1/19/2016 11:15,1/19/2017 0:00,1/19/2017,(null),(null),(null),708420,FALSE,159,225.0268812,XXX,GBP,1,1,0,1/1/2016,1/19/2016 11:15,0,1/1/2016,1/19/2016 11:15,1/1/2016,1/19/2016 11:15,1,1/1/2016,1/19/2016 11:15,1,1/1/2016,1/19/2016 11:15,pro,pro,(null),GB,desktop,onsite,fts,fts,403801545.6,xxx,1/19/2017 8:44,1/19/2017 8:44,1/19/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
67274782,XXX,plus yearly,plus yearly,plus,year,1,10/14/2018 11:20,10/1/2018,10/14/2018 11:20,10/14/2019 0:00,10/14/2019,(null),(null),(null),1174150,FALSE,71.4,71.4,XXX,USD,1,1,0,10/1/2018,10/14/2018 11:20,0,10/1/2018,10/14/2018 11:20,10/1/2018,10/14/2018 11:20,1,10/1/2018,10/14/2018 11:20,1,10/1/2018,10/14/2018 11:20,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1792417302,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
65991266,XXX,plus yearly,plus yearly,plus,year,1,12/10/2017 15:11,12/1/2017,12/10/2017 15:11,12/10/2018 0:00,12/10/2018,(null),(null),(null),1116652,FALSE,72,72,XXX,USD,1,1,0,12/1/2017,12/10/2017 15:11,0,12/1/2017,12/10/2017 15:11,12/1/2017,12/10/2017 15:11,1,12/1/2017,12/10/2017 15:11,1,12/1/2017,12/10/2017 15:11,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,pl1513986010.2015055922,xxx,12/10/2018 3:26,12/10/2018 3:26,12/10/2019 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
67130741,XXX,plus yearly,plus yearly,plus,year,1,9/11/2018 5:49,9/1/2018,9/11/2018 5:49,9/11/2019 0:00,9/11/2019,(null),(null),(null),1174150,FALSE,101,71.70058275,XXX,AUD,1,1,0,9/1/2018,9/11/2018 5:49,0,9/1/2018,9/11/2018 5:49,9/1/2018,9/11/2018 5:49,1,9/1/2018,9/11/2018 5:49,1,9/1/2018,9/11/2018 5:49,plus yearly,plus yearly,(null),AU,desktop,onsite,fts,fts,496532870.1,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
64835240,XXX,plus monthly,plus monthly,plus,month,1,2/14/2017 0:35,2/1/2017,2/14/2017 0:35,3/14/2017 0:00,3/14/2017,(null),(null),(null),708407,FALSE,9.95,9.95,XXX,USD,1,1,0,2/1/2017,2/14/2017 0:35,0,2/1/2017,2/14/2017 0:35,2/1/2017,2/14/2017 0:35,1,2/1/2017,2/14/2017 0:35,1,2/1/2017,2/14/2017 0:35,plus monthly,plus monthly,(null),US,desktop,onsite,fts,fts,pl211456967.1068038744,xxx,3/14/2017 8:47,3/14/2017 8:47,4/14/2017 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,222
66060883,XXX,plus monthly,plus monthly,plus,month,1,12/29/2017 3:05,12/1/2017,12/29/2017 3:05,1/29/2018 0:00,1/29/2018,(null),(null),(null),1023991,FALSE,6.5,4.996873407,XXX,CAD,1,1,0,12/1/2017,12/29/2017 3:05,0,12/1/2017,12/29/2017 3:05,12/1/2017,12/29/2017 3:05,1,12/1/2017,12/29/2017 3:05,1,12/1/2017,12/29/2017 3:05,plus monthly,plus monthly,(null),CA,desktop,onsite,fts,fts,1127390891,xxx,1/29/2018 6:46,1/29/2018 6:46,2/28/2018 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,222
65543739,XXX,plus yearly,plus yearly,plus,year,1,8/18/2017 13:22,8/1/2017,8/18/2017 13:22,8/18/2017 13:50,8/18/2018,(null),(null),(null),708406,FALSE,49.95,63.63956695,XXX,GBP,1,1,0,8/1/2017,8/18/2017 13:22,0,8/1/2017,8/18/2017 13:22,8/1/2017,8/18/2017 13:22,1,8/1/2017,8/18/2017 13:22,1,8/1/2017,8/18/2017 13:22,plus yearly,plus yearly,(null),GB,desktop,onsite,fts,fts,595761497.1,xxx,8/18/2017 13:50,8/18/2017 13:50,8/18/2018 0:00,pro,pro,1,(null),(null),(null),(null),(null),(null),(null),0,(null),market_page,397
66672309,XXX,plus yearly,plus yearly,plus,year,1,5/20/2018 7:05,5/1/2018,5/20/2018 7:05,5/20/2019 0:00,5/20/2019,(null),(null),(null),1174150,FALSE,69,80.25955453,XXX,EUR,1,1,0,5/1/2018,5/20/2018 7:05,0,5/1/2018,5/20/2018 7:05,5/1/2018,5/20/2018 7:05,1,5/1/2018,5/20/2018 7:05,1,5/1/2018,5/20/2018 7:05,plus yearly,plus yearly,(null),SK,desktop,onsite,fts,fts,979539211.1,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
65524266,XXX,plus monthly,plus monthly,plus,month,1,8/13/2017 5:50,8/1/2017,8/13/2017 5:50,9/13/2017 0:00,9/13/2017,(null),(null),(null),1023991,FALSE,9,9,XXX,USD,1,1,0,8/1/2017,8/13/2017 5:50,0,8/1/2017,8/13/2017 5:50,8/1/2017,8/13/2017 5:50,1,8/1/2017,8/13/2017 5:50,1,8/1/2017,8/13/2017 5:50,plus monthly,plus monthly,(null),CZ,desktop,onsite,fts,fts,pl1338330017.2128665297,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,222
67367096,XXX,plus yearly,plus yearly,plus,year,1,11/5/2018 6:11,11/1/2018,11/5/2018 6:11,11/5/2019 0:00,11/5/2019,(null),(null),(null),1174150,FALSE,58.65,74.15780641,XXX,GBP,1,1,0,11/1/2018,11/5/2018 6:11,0,11/1/2018,11/5/2018 6:11,11/1/2018,11/5/2018 6:11,1,11/1/2018,11/5/2018 6:11,1,11/1/2018,11/5/2018 6:11,plus yearly,plus yearly,(null),GB,desktop,onsite,fts,fts,pl2129628005.1899998789,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
65543261,XXX,plus yearly,plus yearly,plus,year,1,8/18/2017 7:09,8/1/2017,8/18/2017 7:09,8/18/2018 0:00,8/18/2018,(null),(null),(null),708406,FALSE,49.95,57.77380017,XXX,EUR,1,1,0,8/1/2017,8/18/2017 7:09,0,8/1/2017,8/18/2017 7:09,8/1/2017,8/18/2017 7:09,1,8/1/2017,8/18/2017 7:09,1,8/1/2017,8/18/2017 7:09,plus yearly,plus yearly,(null),NL,desktop,onsite,fts,fts,743432033.1,xxx,8/18/2018 7:57,8/18/2018 7:57,8/18/2019 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
67464021,XXX,plus yearly,plus yearly,plus,year,1,11/27/2018 12:52,11/1/2018,11/27/2018 12:52,11/27/2019 0:00,11/27/2019,(null),(null),(null),1174150,FALSE,84,84,XXX,USD,1,1,0,11/1/2018,11/27/2018 12:52,0,11/1/2018,11/27/2018 12:52,11/1/2018,11/27/2018 12:52,1,11/1/2018,11/27/2018 12:52,1,11/1/2018,11/27/2018 12:52,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,29507180.72,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
65753403,XXX,plus monthly,plus monthly,plus,month,1,10/12/2017 11:41,10/1/2017,10/12/2017 11:41,11/12/2017 0:00,11/12/2017,(null),(null),(null),1023991,FALSE,8.5,11.01122421,XXX,GBP,1,1,0,10/1/2017,10/12/2017 11:41,0,10/1/2017,10/12/2017 11:41,10/1/2017,10/12/2017 11:41,1,10/1/2017,10/12/2017 11:41,1,10/1/2017,10/12/2017 11:41,plus monthly,plus monthly,(null),GB,desktop,onsite,fts,fts,1809025380,xxx,12/15/2017 17:15,12/15/2017 17:15,1/15/2018 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,222
64815121,XXX,plus monthly,plus monthly,plus,month,1,2/8/2017 19:43,2/1/2017,2/8/2017 19:43,2/8/2017 19:46,3/8/2017,2/9/2017 0:37,(null),1,708407,FALSE,299.95,9.60601816,XXX,TWD,1,1,0,2/1/2017,2/8/2017 19:43,0,2/1/2017,2/8/2017 19:43,2/1/2017,2/8/2017 19:43,1,2/1/2017,2/8/2017 19:43,1,2/1/2017,2/8/2017 19:43,plus monthly,plus monthly,(null),TW,desktop,onsite,fts,fts,978124178.5,xxx,2/8/2017 19:46,2/8/2017 19:46,2/8/2018 0:00,plus yearly,plus yearly,1,(null),(null),(null),(null),(null),(null),(null),0,(null),entrance,222
68114019,XXX,plus yearly,plus yearly,plus,year,1,4/19/2019 12:48,4/1/2019,4/19/2019 12:48,4/19/2020 0:00,4/19/2020,(null),(null),(null),1174150,FALSE,67.2,67.2,XXX,USD,1,1,0,4/1/2019,4/19/2019 12:48,0,4/1/2019,4/19/2019 12:48,4/1/2019,4/19/2019 12:48,1,4/1/2019,4/19/2019 12:48,1,4/1/2019,4/19/2019 12:48,plus yearly,plus yearly,(null),BY,desktop,onsite,fts,fts,1953294382,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
67314512,XXX,plus yearly,plus yearly,plus,year,1,10/23/2018 21:01,10/1/2018,10/23/2018 21:01,10/23/2019 0:00,10/23/2019,(null),(null),(null),1174150,FALSE,84,84,XXX,USD,1,1,0,10/1/2018,10/23/2018 21:01,0,10/1/2018,10/23/2018 21:01,10/1/2018,10/23/2018 21:01,1,10/1/2018,10/23/2018 21:01,1,10/1/2018,10/23/2018 21:01,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,832312391.7,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
65836981,XXX,plus monthly,plus monthly,plus,month,1,11/2/2017 14:51,11/1/2017,11/2/2017 14:51,12/2/2017 0:00,12/2/2017,(null),(null),(null),1023991,FALSE,12,12,XXX,USD,1,1,0,11/1/2017,11/2/2017 14:51,0,11/1/2017,11/2/2017 14:51,11/1/2017,11/2/2017 14:51,1,11/1/2017,11/2/2017 14:51,1,11/1/2017,11/2/2017 14:51,plus monthly,plus monthly,(null),US,desktop,onsite,fts,fts,pl11193233.121900692,xxx,12/2/2017 3:35,12/2/2017 3:35,1/2/2018 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),settings,222
7719933,XXX,pro,pro business,business,year,1,3/12/2019 1:50,3/1/2019,3/12/2019 1:50,3/12/2019 2:33,3/12/2020,(null),(null),(null),838362,FALSE,1299,233.6882632,XXX,TRY,1,1,0,3/1/2019,3/12/2019 1:50,0,3/1/2019,3/12/2019 1:50,3/1/2019,3/12/2019 1:50,1,3/1/2019,3/12/2019 1:50,1,3/1/2019,3/12/2019 1:50,pro,pro business,(null),US,desktop,onsite,fts,fts,pl231709001.768213174,xxx,3/12/2019 2:33,3/12/2019 2:33,3/12/2020 0:00,premium,premium yearly,1,(null),(null),(null),(null),(null),(null),(null),0,(null),market_page,2266
66606342,XXX,plus yearly,plus yearly,plus,year,1,5/4/2018 10:04,5/1/2018,5/4/2018 10:04,5/4/2019 0:00,5/4/2019,(null),(null),(null),1174150,FALSE,84,84,XXX,USD,1,1,0,5/1/2018,5/4/2018 10:04,0,5/1/2018,5/4/2018 10:04,5/1/2018,5/4/2018 10:04,1,5/1/2018,5/4/2018 10:04,1,5/1/2018,5/4/2018 10:04,plus yearly,plus yearly,(null),BR,desktop,onsite,fts,fts,1528907082,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
66382845,XXX,plus yearly,plus yearly,plus,year,1,3/12/2018 17:57,3/1/2018,3/12/2018 17:57,3/12/2019 0:00,3/12/2019,(null),(null),(null),1118350,FALSE,71.4,71.4,XXX,USD,1,1,0,3/1/2018,3/12/2018 17:57,0,3/1/2018,3/12/2018 17:57,3/1/2018,3/12/2018 17:57,1,3/1/2018,3/12/2018 17:57,1,3/1/2018,3/12/2018 17:57,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,290518894.1,xxx,3/12/2019 6:37,3/12/2019 6:37,3/12/2020 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),lihp,397
66063430,XXX,plus yearly,plus yearly,plus,year,1,12/29/2017 8:22,12/1/2017,12/29/2017 8:22,12/29/2018 0:00,12/29/2018,(null),(null),(null),1118350,FALSE,84,84,XXX,USD,1,1,0,12/1/2017,12/29/2017 8:22,0,12/1/2017,12/29/2017 8:22,12/1/2017,12/29/2017 8:22,1,12/1/2017,12/29/2017 8:22,1,12/1/2017,12/29/2017 8:22,plus yearly,plus yearly,(null),US,tablet,onsite,fts,fts,pl1521073875.1401890621,xxx,12/29/2018 6:39,12/29/2018 6:39,12/29/2019 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
7481076,XXX,pro,pro,pro,year,1,5/29/2018 17:08,5/1/2018,5/29/2018 17:08,5/29/2019 0:00,5/29/2019,(null),(null),(null),1174155,FALSE,204,204,XXX,USD,1,1,0,5/1/2018,5/29/2018 17:08,0,5/1/2018,5/29/2018 17:08,5/1/2018,5/29/2018 17:08,1,5/1/2018,5/29/2018 17:08,1,5/1/2018,5/29/2018 17:08,pro,pro,(null),US,desktop,onsite,fts,fts,pl1194292052.881628008,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,893
66912453,XXX,plus monthly,plus monthly,plus,month,1,7/17/2018 15:26,7/1/2018,7/17/2018 15:26,8/17/2018 0:00,8/17/2018,(null),(null),(null),1023991,FALSE,10,11.5214741,XXX,EUR,1,1,0,7/1/2018,7/17/2018 15:26,0,7/1/2018,7/17/2018 15:26,7/1/2018,7/17/2018 15:26,1,7/1/2018,7/17/2018 15:26,1,7/1/2018,7/17/2018 15:26,plus monthly,plus monthly,(null),FR,desktop,onsite,fts,fts,1903406728,xxx,8/17/2018 3:22,8/17/2018 3:22,9/17/2018 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,222
7320498,XXX,pro,pro,pro,year,1,11/12/2017 15:24,11/1/2017,11/12/2017 15:24,11/14/2017 0:00,11/12/2018,11/14/2017 13:23,(null),2,1044755,FALSE,240,240,XXX,USD,1,1,0,11/1/2017,11/12/2017 15:24,0,11/1/2017,11/12/2017 15:24,11/1/2017,11/12/2017 15:24,1,11/1/2017,11/12/2017 15:24,1,11/1/2017,11/12/2017 15:24,pro,pro,(null),US,desktop,onsite,fts,fts,643065577.1,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,893
65002951,XXX,plus yearly,plus yearly,plus,year,1,3/27/2017 14:40,3/1/2017,3/27/2017 14:40,3/27/2018 0:00,3/27/2018,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,3/1/2017,3/27/2017 14:40,0,3/1/2017,3/27/2017 14:40,3/1/2017,3/27/2017 14:40,1,3/1/2017,3/27/2017 14:40,1,3/1/2017,3/27/2017 14:40,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,2107468782,xxx,3/27/2018 7:25,3/27/2018 7:25,3/27/2019 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,397
65390276,XXX,plus monthly,plus monthly,plus,month,1,7/7/2017 14:04,7/1/2017,7/7/2017 14:04,8/7/2017 0:00,8/7/2017,(null),(null),(null),1023991,FALSE,12,12,XXX,USD,1,1,0,7/1/2017,7/7/2017 14:04,0,7/1/2017,7/7/2017 14:04,7/1/2017,7/7/2017 14:04,1,7/1/2017,7/7/2017 14:04,1,7/1/2017,7/7/2017 14:04,plus monthly,plus monthly,(null),US,desktop,onsite,fts,fts,pl33419765.1394309263,xxx,8/7/2017 3:34,8/7/2017 3:34,9/7/2017 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),upgrade,222
